slot_id,day_of_week,start_time,end_time,duration_minutes,scheme,campus,slot_type,applicable_batches,max_concurrent_activities,priority_level,room_availability,teacher_availability,break_slot,lunch_slot,elective_slot,lab_preferred,rush_period,booking_status,conflict_level,utilization_rate,notes
SLOT05370,Tuesday,17:00,18:00,60,B,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,51,Weekly Faculty Development - Bi-weekly
SLOT05371,Tuesday,17:00,18:00,60,B,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,66,Weekly Faculty Development - Bi-weekly
SLOT05372,Tuesday,17:00,18:00,60,B,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,41,Weekly Faculty Development - Bi-weekly
SLOT05373,Wednesday,16:00,17:00,60,A,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,51,Weekly Student Council - Weekly
SLOT05374,Wednesday,16:00,17:00,60,A,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,61,Weekly Student Council - Weekly
SLOT05375,Wednesday,16:00,17:00,60,A,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,66,Weekly Student Council - Weekly
SLOT05376,Wednesday,16:00,17:00,60,B,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,55,Weekly Student Council - Weekly
SLOT05377,Wednesday,16:00,17:00,60,B,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,57,Weekly Student Council - Weekly
SLOT05378,Wednesday,16:00,17:00,60,B,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,50,Weekly Student Council - Weekly
SLOT05379,Thursday,16:00,18:00,120,A,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,46,Weekly Sports Activities - Weekly
SLOT05380,Thursday,16:00,18:00,120,A,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,64,Weekly Sports Activities - Weekly
SLOT05381,Thursday,16:00,18:00,120,A,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,42,Weekly Sports Activities - Weekly
SLOT05382,Thursday,16:00,18:00,120,B,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,70,Weekly Sports Activities - Weekly
SLOT05383,Thursday,16:00,18:00,120,B,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,54,Weekly Sports Activities - Weekly
SLOT05384,Thursday,16:00,18:00,120,B,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,52,Weekly Sports Activities - Weekly
SLOT05385,Friday,16:00,18:00,120,A,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,69,Weekly Cultural Activities - Monthly
SLOT05386,Friday,16:00,18:00,120,A,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,62,Weekly Cultural Activities - Monthly
SLOT05387,Friday,16:00,18:00,120,A,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,59,Weekly Cultural Activities - Monthly
SLOT05388,Friday,16:00,18:00,120,B,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,54,Weekly Cultural Activities - Monthly
SLOT05389,Friday,16:00,18:00,120,B,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,54,Weekly Cultural Activities - Monthly
SLOT05390,Friday,16:00,18:00,120,B,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,41,Weekly Cultural Activities - Monthly
SLOT05391,Saturday,17:00,18:00,60,A,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,52,Weekly Maintenance Window - Weekly
SLOT05392,Saturday,17:00,18:00,60,A,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,65,Weekly Maintenance Window - Weekly
SLOT05393,Saturday,17:00,18:00,60,A,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,61,Weekly Maintenance Window - Weekly
SLOT05394,Saturday,17:00,18:00,60,B,Campus-3,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,57,Weekly Maintenance Window - Weekly
SLOT05395,Saturday,17:00,18:00,60,B,Campus-15B,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,44,Weekly Maintenance Window - Weekly
SLOT05396,Saturday,17:00,18:00,60,B,Campus-8,Recurring Activity,All Batches,2,Medium,Limited,Coordinated,False,False,False,False,False,Reserved,Low,57,Weekly Maintenance Window - Weekly
SLOT05757,Monday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,91,Mid-Semester Exam - Semester event
SLOT05758,Monday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,Mid-Semester Exam - Semester event
SLOT05759,Monday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,Mid-Semester Exam - Semester event
SLOT05760,Monday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,Mid-Semester Exam - Semester event
SLOT05761,Monday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,Mid-Semester Exam - Semester event
SLOT05762,Monday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,Mid-Semester Exam - Semester event
SLOT05763,Tuesday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,80,Mid-Semester Exam - Semester event
SLOT05764,Tuesday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,83,Mid-Semester Exam - Semester event
SLOT05765,Tuesday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,Mid-Semester Exam - Semester event
SLOT05766,Tuesday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,85,Mid-Semester Exam - Semester event
SLOT05767,Tuesday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,98,Mid-Semester Exam - Semester event
SLOT05768,Tuesday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,Mid-Semester Exam - Semester event
SLOT05769,Wednesday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,81,Mid-Semester Exam - Semester event
SLOT05770,Wednesday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,83,Mid-Semester Exam - Semester event
SLOT05771,Wednesday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,Mid-Semester Exam - Semester event
SLOT05772,Wednesday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05773,Wednesday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,91,Mid-Semester Exam - Semester event
SLOT05774,Wednesday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,Mid-Semester Exam - Semester event
SLOT05775,Thursday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05776,Thursday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,Mid-Semester Exam - Semester event
SLOT05777,Thursday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,Mid-Semester Exam - Semester event
SLOT05778,Thursday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,83,Mid-Semester Exam - Semester event
SLOT05779,Thursday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,Mid-Semester Exam - Semester event
SLOT05780,Thursday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,98,Mid-Semester Exam - Semester event
SLOT05781,Friday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,Mid-Semester Exam - Semester event
SLOT05782,Friday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,88,Mid-Semester Exam - Semester event
SLOT05783,Friday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,81,Mid-Semester Exam - Semester event
SLOT05784,Friday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05785,Friday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,80,Mid-Semester Exam - Semester event
SLOT05786,Friday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,Mid-Semester Exam - Semester event
SLOT05787,Saturday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,Mid-Semester Exam - Semester event
SLOT05788,Saturday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,Mid-Semester Exam - Semester event
SLOT05789,Saturday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,91,Mid-Semester Exam - Semester event
SLOT05790,Saturday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05791,Saturday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,82,Mid-Semester Exam - Semester event
SLOT05792,Saturday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,Mid-Semester Exam - Semester event
SLOT05793,Monday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,Mid-Semester Exam - Semester event
SLOT05794,Monday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,Mid-Semester Exam - Semester event
SLOT05795,Monday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,83,Mid-Semester Exam - Semester event
SLOT05796,Monday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,Mid-Semester Exam - Semester event
SLOT05797,Monday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,Mid-Semester Exam - Semester event
SLOT05798,Monday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,Mid-Semester Exam - Semester event
SLOT05799,Tuesday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05800,Tuesday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,Mid-Semester Exam - Semester event
SLOT05801,Tuesday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,Mid-Semester Exam - Semester event
SLOT05802,Tuesday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,Mid-Semester Exam - Semester event
SLOT05803,Tuesday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,Mid-Semester Exam - Semester event
SLOT05804,Tuesday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,84,Mid-Semester Exam - Semester event
SLOT05805,Wednesday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,Mid-Semester Exam - Semester event
SLOT05806,Wednesday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05807,Wednesday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,Mid-Semester Exam - Semester event
SLOT05808,Wednesday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,85,Mid-Semester Exam - Semester event
SLOT05809,Wednesday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,Mid-Semester Exam - Semester event
SLOT05810,Wednesday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,98,Mid-Semester Exam - Semester event
SLOT05811,Thursday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,Mid-Semester Exam - Semester event
SLOT05812,Thursday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,Mid-Semester Exam - Semester event
SLOT05813,Thursday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,Mid-Semester Exam - Semester event
SLOT05814,Thursday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,80,Mid-Semester Exam - Semester event
SLOT05815,Thursday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,Mid-Semester Exam - Semester event
SLOT05816,Thursday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,Mid-Semester Exam - Semester event
SLOT05817,Friday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,Mid-Semester Exam - Semester event
SLOT05818,Friday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,Mid-Semester Exam - Semester event
SLOT05819,Friday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,98,Mid-Semester Exam - Semester event
SLOT05820,Friday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,Mid-Semester Exam - Semester event
SLOT05821,Friday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,Mid-Semester Exam - Semester event
SLOT05822,Friday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,Mid-Semester Exam - Semester event
SLOT05823,Saturday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,Mid-Semester Exam - Semester event
SLOT05824,Saturday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,Mid-Semester Exam - Semester event
SLOT05825,Saturday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,Mid-Semester Exam - Semester event
SLOT05826,Saturday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,Mid-Semester Exam - Semester event
SLOT05827,Saturday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,Mid-Semester Exam - Semester event
SLOT05828,Saturday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,95,Mid-Semester Exam - Semester event
SLOT05829,Monday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,85,End-Semester Exam - Semester event
SLOT05830,Monday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,82,End-Semester Exam - Semester event
SLOT05831,Monday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,End-Semester Exam - Semester event
SLOT05832,Monday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,End-Semester Exam - Semester event
SLOT05833,Monday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,End-Semester Exam - Semester event
SLOT05834,Monday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,End-Semester Exam - Semester event
SLOT05835,Tuesday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,90,End-Semester Exam - Semester event
SLOT05836,Tuesday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,82,End-Semester Exam - Semester event
SLOT05837,Tuesday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05838,Tuesday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,89,End-Semester Exam - Semester event
SLOT05839,Tuesday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05840,Tuesday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,End-Semester Exam - Semester event
SLOT05841,Wednesday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,84,End-Semester Exam - Semester event
SLOT05842,Wednesday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,80,End-Semester Exam - Semester event
SLOT05843,Wednesday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,81,End-Semester Exam - Semester event
SLOT05844,Wednesday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05845,Wednesday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,95,End-Semester Exam - Semester event
SLOT05846,Wednesday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,99,End-Semester Exam - Semester event
SLOT05847,Thursday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,82,End-Semester Exam - Semester event
SLOT05848,Thursday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05849,Thursday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,End-Semester Exam - Semester event
SLOT05850,Thursday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,End-Semester Exam - Semester event
SLOT05851,Thursday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,98,End-Semester Exam - Semester event
SLOT05852,Thursday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,86,End-Semester Exam - Semester event
SLOT05853,Friday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,End-Semester Exam - Semester event
SLOT05854,Friday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,95,End-Semester Exam - Semester event
SLOT05855,Friday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,92,End-Semester Exam - Semester event
SLOT05856,Friday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05857,Friday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,84,End-Semester Exam - Semester event
SLOT05858,Friday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,100,End-Semester Exam - Semester event
SLOT05859,Saturday,09:00,12:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,80,End-Semester Exam - Semester event
SLOT05860,Saturday,09:00,12:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,83,End-Semester Exam - Semester event
SLOT05861,Saturday,09:00,12:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,93,End-Semester Exam - Semester event
SLOT05862,Saturday,09:00,12:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05863,Saturday,09:00,12:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,85,End-Semester Exam - Semester event
SLOT05864,Saturday,09:00,12:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,96,End-Semester Exam - Semester event
SLOT05865,Monday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05866,Monday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,81,End-Semester Exam - Semester event
SLOT05867,Monday,14:00,17:00,180,A,Campus-8,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,97,End-Semester Exam - Semester event
SLOT05868,Monday,14:00,17:00,180,B,Campus-3,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,87,End-Semester Exam - Semester event
SLOT05869,Monday,14:00,17:00,180,B,Campus-15B,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,83,End-Semester Exam - Semester event
SLOT05870,Monday,14:00,17:00,180,B,Campus-8,Special Event,All B Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
SLOT05871,Tuesday,14:00,17:00,180,A,Campus-3,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,84,End-Semester Exam - Semester event
SLOT05872,Tuesday,14:00,17:00,180,A,Campus-15B,Special Event,All A Scheme Batches,1,High,Reserved,Coordinated,False,False,False,False,False,Event Reserved,High,94,End-Semester Exam - Semester event
